linked_trip_id,hh_member_8,ev_charge_station,d_location_type,r_transit_egress,ev_charge_station_level_998,arrive_dow,hh_member_1,r_transit_access,o_purpose,ev_charge_station_level_4,o_cms_zone,park_pay,r_distance_miles,d_in_region,depart_hour,depart_date,num_travelers,mode_2,arrive_hour,park_type,hh_member_5,o_county
2200257001001,995,995,4,995,995,3,1,995,1,995,2,995,1,1,7,2022-10-12T00:00:00.000,3,995,8,995,995,36005
2200144001019,995,995,4,1,995,1,1,1,60,995,1,995,3,1,15,2022-10-17T00:00:00.000,1,995,16,995,995,36005
2200151801029,995,995,4,995,995,3,1,995,54,995,1,995,5,0,13,2022-10-12T00:00:00.000,2,995,14,1,995,36005
2200258901037,995,995,4,1,995,1,1,1,60,995,2,995,1,1,20,2022-10-10T00:00:00.000,1,995,20,995,0,36005
2200228701013,995,995,4,995,995,1,1,995,30,995,2,995,1,1,15,2022-10-17T00:00:00.000,1,995,15,995,995,36005
2200258901004,995,995,4,995,995,2,1,995,10,995,8,995,1,1,17,2022-10-04T00:00:00.000,1,995,17,995,0,36047
2200010501029,995,995,4,995,995,4,1,995,1,995,2,995,2,1,5,2022-10-20T00:00:00.000,1,995,6,995,995,36005
2200053301006,995,995,2,1,995,4,1,1,60,995,2,995,995,1,5,2022-10-06T00:00:00.000,1,1,5,995,995,36005
2200183001017,995,995,4,1,995,3,1,5,60,995,11,995,1,1,19,2022-10-12T00:00:00.000,1,995,19,995,995,36005
2200076801020,995,995,4,1,995,4,1,1,1,995,2,995,1,1,14,2022-10-06T00:00:00.000,1,995,14,995,995,36005
2200012801008,995,995,4,995,995,5,1,995,46,995,2,995,1,1,7,2022-10-14T00:00:00.000,3,995,7,995,0,36005
2200122301035,995,995,4,1,995,7,1,1,60,995,4,995,1,1,17,2022-10-09T00:00:00.000,1,995,17,995,995,36061
2200197701020,995,995,4,1,995,3,1,1,60,995,4,995,1,1,13,2022-10-26T00:00:00.000,1,995,13,995,995,36061
2200257001031,995,995,4,995,995,1,1,995,1,995,2,995,1,1,15,2022-10-17T00:00:00.000,3,995,15,995,995,36005
2200012801028,995,995,4,995,995,2,1,995,1,995,2,995,1,1,7,2022-10-18T00:00:00.000,4,995,7,995,0,36005
2200065501017,995,995,4,995,995,4,1,995,60,995,2,995,1,1,14,2022-10-27T00:00:00.000,1,995,14,995,995,36005
2200127601001,995,995,4,995,995,3,1,995,99,995,3,995,1,1,10,2022-10-05T00:00:00.000,1,995,10,995,995,36061
2200122301041,995,995,4,1,995,1,1,1,34,995,2,995,1,1,14,2022-10-10T00:00:00.000,1,995,14,995,995,36005
2200012801016,995,995,4,995,995,7,1,995,1,995,2,995,1,1,13,2022-10-16T00:00:00.000,4,995,13,1,0,36005
2200156601005,995,995,1,995,995,3,1,995,50,995,3,995,3,1,18,2022-10-12T00:00:00.000,1,995,19,1,995,36061
2200258901033,995,995,4,1,995,1,1,1,60,995,2,995,995,0,8,2022-10-10T00:00:00.000,1,995,8,995,0,36005
2200010501004,995,995,4,0,995,1,1,0,60,995,3,995,1,1,15,2022-10-17T00:00:00.000,1,995,15,995,995,36061
2200181701015,995,995,2,995,995,3,1,995,1,995,2,995,2,1,7,2022-10-19T00:00:00.000,1,995,7,995,995,36005
2200148601003,995,995,995,1,995,2,1,1,11,995,4,995,995,1,15,2022-10-11T00:00:00.000,1,995,15,995,995,36061
2200197701020,995,995,4,1,995,3,1,1,60,995,2,995,4,1,13,2022-10-26T00:00:00.000,1,995,13,995,995,36005
2200183001046,995,995,4,995,995,1,1,995,50,995,4,995,1,1,13,2022-10-17T00:00:00.000,1,995,13,995,995,36061
2200156601006,995,995,2,995,995,4,1,995,1,995,2,995,3,1,6,2022-10-13T00:00:00.000,1,995,6,1,995,36005
2200127601029,995,995,4,995,995,7,1,995,1,995,2,995,1,1,11,2022-10-09T00:00:00.000,2,995,11,1,995,36005
2200197701031,995,995,4,995,995,5,1,995,11,995,4,995,1,1,0,2022-10-28T00:00:00.000,1,995,0,995,995,36061
2200198901012,995,995,1,995,995,5,1,995,10,995,4,995,5,1,12,2022-10-07T00:00:00.000,1,995,12,995,995,36061
2200198901029,995,995,4,995,995,1,1,995,32,995,2,995,1,1,11,2022-10-10T00:00:00.000,1,995,11,995,995,36005
2200144001028,995,995,4,1,995,2,1,1,60,995,2,995,1,1,14,2022-10-18T00:00:00.000,1,30,15,995,995,36005
2200130601003,995,995,1,1,995,6,1,1,60,995,2,995,1,1,19,2022-10-08T00:00:00.000,1,995,19,995,995,36005
2200161101003,995,995,1,995,995,5,1,995,-1,995,3,995,4,1,23,2022-10-21T00:00:00.000,995,995,23,995,995,36061
2200076801015,995,995,4,1,995,4,1,1,60,995,8,995,3,1,2,2022-10-06T00:00:00.000,1,1,2,995,995,36047
2200076801046,995,995,4,1,995,7,1,1,60,995,4,995,3,1,15,2022-10-09T00:00:00.000,1,1,15,995,995,36061
2200046001001,995,995,4,1,995,4,1,1,60,995,4,995,995,1,21,2022-10-20T00:00:00.000,1,1,21,995,995,36061
