program_code,t2_program_code,site_id,t3_site_id,program_name,t4_program_name,location_1,t5_location_1,location_2,t6_location_2,class_instructional_support_score,strong_family_community_ties_survey_percent_positive,class_classroom_organization_score,class_instructional_support_rating,rank,dense_rank
20K192,20K192,19K273,19K273,P.S. 192 - The Magnet School for Math and Science Inquiry,P.S. 192 - The Magnet School for Math and Science Inquiry,4715 18th Avenue,4715 18th Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}",,,,,1,1
20K192,20K192,19K273,19K273,P.S. 192 - The Magnet School for Math and Science Inquiry,P.S. 192 - The Magnet School for Math and Science Inquiry,4715 18th Avenue,4715 18th Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}",,,,1.0,1,1
20K192,20K192,19K273,19K273,P.S. 192 - The Magnet School for Math and Science Inquiry,P.S. 192 - The Magnet School for Math and Science Inquiry,4715 18th Avenue,4715 18th Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}",,,,,1,1
31R042,31R042,30Q078,30Q078,P.S. 42 Eltingville,P.S. 42 Eltingville,380 Genesee Avenue,380 Genesee Avenue,"{'human_address': '{""address"": """", ""city"": ""Staten Island"", ""state"": ""NY"", ""zip"": ""10312""}'}","{'human_address': '{""address"": """", ""city"": ""Staten Island"", ""state"": ""NY"", ""zip"": ""10312""}'}",5.3,1.0,6.6,4.0,1,1
31R042,31R042,30Q078,30Q078,P.S. 42 Eltingville,P.S. 42 Eltingville,380 Genesee Avenue,380 Genesee Avenue,"{'human_address': '{""address"": """", ""city"": ""Staten Island"", ""state"": ""NY"", ""zip"": ""10312""}'}","{'human_address': '{""address"": """", ""city"": ""Staten Island"", ""state"": ""NY"", ""zip"": ""10312""}'}",5.3,1.0,6.6,3.0,1,1
05M175,05M175,05M092,05M092,P.S. 175 Henry H Garnet,P.S. 175 Henry H Garnet,175 West 134th Street,175 West 134th Street,"{'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10030""}'}","{'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10030""}'}",2.7,0.92,4.5,2.0,1,1
12X463,12X463,12X067,12X067,Urban Scholars Community School,Urban Scholars Community School,1180 Tinton Avenue,1180 Tinton Avenue,"{'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10456""}'}","{'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10456""}'}",3.7,0.99,6.3,2.0,1,1
12X463,12X463,12X067,12X067,Urban Scholars Community School,Urban Scholars Community School,1180 Tinton Avenue,1180 Tinton Avenue,"{'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10456""}'}","{'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10456""}'}",3.7,0.99,6.3,,1,1
12X463,12X463,12X067,12X067,Urban Scholars Community School,Urban Scholars Community School,1180 Tinton Avenue,1180 Tinton Avenue,"{'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10456""}'}","{'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10456""}'}",3.7,0.99,6.3,3.0,1,1
14K034,14K034,13K133,13K133,P.S. 34 Oliver H. Perry,P.S. 34 Oliver H. Perry,131 Norman Avenue,131 Norman Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11222""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11222""}'}",,0.97,,,1,1
14K034,14K034,13K133,13K133,P.S. 34 Oliver H. Perry,P.S. 34 Oliver H. Perry,131 Norman Avenue,131 Norman Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11222""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11222""}'}",,0.97,,,1,1
14K034,14K034,13K133,13K133,P.S. 34 Oliver H. Perry,P.S. 34 Oliver H. Perry,131 Norman Avenue,131 Norman Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11222""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11222""}'}",,0.97,,,1,1
14K034,14K034,13K133,13K133,P.S. 34 Oliver H. Perry,P.S. 34 Oliver H. Perry,131 Norman Avenue,131 Norman Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11222""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11222""}'}",,0.97,,,1,1
15KBMU,15KBMU,KBKJ,KBKJ,ACE Early Childhood Center,ACE Early Childhood Center,199 14th Street,199 14th Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}",2.1,0.94,5.8,4.0,1,1
15KBMU,15KBMU,KBKJ,KBKJ,ACE Early Childhood Center,ACE Early Childhood Center,199 14th Street,199 14th Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}",2.1,0.94,5.8,,1,1
15KBMU,15KBMU,KBKJ,KBKJ,ACE Early Childhood Center,ACE Early Childhood Center,199 14th Street,199 14th Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}",2.1,0.94,5.8,2.0,1,1
15KBMU,15KBMU,KBKJ,KBKJ,ACE Early Childhood Center,ACE Early Childhood Center,199 14th Street,199 14th Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}",2.1,0.94,5.8,2.0,1,1
15KBMU,15KBMU,KBKJ,KBKJ,ACE Early Childhood Center,ACE Early Childhood Center,199 14th Street,199 14th Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}",2.1,0.94,5.8,2.0,1,1
15KBMU,15KBMU,KBKJ,KBKJ,ACE Early Childhood Center,ACE Early Childhood Center,199 14th Street,199 14th Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}",2.1,0.94,5.8,3.0,1,1
15KBMU,15KBMU,KBKJ,KBKJ,ACE Early Childhood Center,ACE Early Childhood Center,199 14th Street,199 14th Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}",2.1,0.94,5.8,2.0,1,1
23K446,23K446,22K217,22K217,Riverdale Avenue Community School,Riverdale Avenue Community School,76 Riverdale Avenue,76 Riverdale Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11212""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11212""}'}",4.2,0.93,6.4,3.0,1,1
23K446,23K446,22K217,22K217,Riverdale Avenue Community School,Riverdale Avenue Community School,76 Riverdale Avenue,76 Riverdale Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11212""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11212""}'}",4.2,0.93,6.4,3.0,1,1
24Q153,24Q153,Z064,Z064,P.S. 153 Maspeth Elem,P.S. 153 Maspeth Elem,60-02 60th Lane,60-02 60th Lane,"{'human_address': '{""address"": """", ""city"": ""MASPETH"", ""state"": ""NY"", ""zip"": ""11378""}'}","{'human_address': '{""address"": """", ""city"": ""MASPETH"", ""state"": ""NY"", ""zip"": ""11378""}'}",3.0,1.0,6.8,2.0,1,1
02M126,02M126,02M126,02M126,P.S. 126 Jacob August Riis,P.S. 126 Jacob August Riis,80 Catherine Street,80 Catherine Street,"{'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10038""}'}","{'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10038""}'}",2.1,0.95,6.4,2.0,1,1
25Q169,25Q169,24Q081,24Q081,P.S. 169 Bay Terrace,P.S. 169 Bay Terrace,18-25 212th Street,18-25 212th Street,"{'human_address': '{""address"": """", ""city"": ""BAYSIDE"", ""state"": ""NY"", ""zip"": ""11360""}'}","{'human_address': '{""address"": """", ""city"": ""BAYSIDE"", ""state"": ""NY"", ""zip"": ""11360""}'}",,0.99,,,1,1
28Q101,28Q101,27Q051,27Q051,P.S. 101 School in the Gardens,P.S. 101 School in the Gardens,2 Russell Place,2 Russell Place,"{'human_address': '{""address"": """", ""city"": ""FOREST HILLS"", ""state"": ""NY"", ""zip"": ""11375""}'}","{'human_address': '{""address"": """", ""city"": ""FOREST HILLS"", ""state"": ""NY"", ""zip"": ""11375""}'}",2.5,0.98,6.3,3.0,1,1
28Q101,28Q101,27Q051,27Q051,P.S. 101 School in the Gardens,P.S. 101 School in the Gardens,2 Russell Place,2 Russell Place,"{'human_address': '{""address"": """", ""city"": ""FOREST HILLS"", ""state"": ""NY"", ""zip"": ""11375""}'}","{'human_address': '{""address"": """", ""city"": ""FOREST HILLS"", ""state"": ""NY"", ""zip"": ""11375""}'}",2.5,0.98,6.3,2.0,1,1
31R006,31R006,29Q134,29Q134,P.S. 6 Corporal Allan F. Kivlehan School,P.S. 6 Corporal Allan F. Kivlehan School,555 Page Avenue,555 Page Avenue,"{'human_address': '{""address"": """", ""city"": ""Staten Island"", ""state"": ""NY"", ""zip"": ""10307""}'}","{'human_address': '{""address"": """", ""city"": ""Staten Island"", ""state"": ""NY"", ""zip"": ""10307""}'}",3.1,,6.2,2.0,1,1
31R006,31R006,29Q134,29Q134,P.S. 6 Corporal Allan F. Kivlehan School,P.S. 6 Corporal Allan F. Kivlehan School,555 Page Avenue,555 Page Avenue,"{'human_address': '{""address"": """", ""city"": ""Staten Island"", ""state"": ""NY"", ""zip"": ""10307""}'}","{'human_address': '{""address"": """", ""city"": ""Staten Island"", ""state"": ""NY"", ""zip"": ""10307""}'}",3.1,,6.2,2.0,1,1
32KBSA,32KBSA,KBQF,KBQF,Bushwick United HDFC 2,Bushwick United HDFC 2,77 Wilson Avenue,77 Wilson Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11237""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11237""}'}",2.9,0.98,6.3,,1,1
32KBSA,32KBSA,KBQF,KBQF,Bushwick United HDFC 2,Bushwick United HDFC 2,77 Wilson Avenue,77 Wilson Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11237""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11237""}'}",2.9,0.98,6.3,3.0,1,1
32KBSA,32KBSA,KBQF,KBQF,Bushwick United HDFC 2,Bushwick United HDFC 2,77 Wilson Avenue,77 Wilson Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11237""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11237""}'}",2.9,0.98,6.3,2.0,1,1
32KBSA,32KBSA,KBQF,KBQF,Bushwick United HDFC 2,Bushwick United HDFC 2,77 Wilson Avenue,77 Wilson Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11237""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11237""}'}",2.9,0.98,6.3,2.0,1,1
01M063,01M063,01M063,01M063,The STAR Academy - P.S. 63,The STAR Academy - P.S. 63,121 East 3rd Street,121 East 3rd Street,"{'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10009""}'}","{'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10009""}'}",,0.94,,,1,1
31RAFV,31RAFV,XAIF,XAIF,Small World Preschool,Small World Preschool,144 Bloomingdale Road,144 Bloomingdale Road,"{'human_address': '{""address"": """", ""city"": ""Staten Island"", ""state"": ""NY"", ""zip"": ""10309""}'}","{'human_address': '{""address"": """", ""city"": ""Staten Island"", ""state"": ""NY"", ""zip"": ""10309""}'}",2.9,0.83,6.3,2.0,1,1
32K075,32K075,Z070,Z070,P.S. 75 Mayda Cortiella,P.S. 75 Mayda Cortiella,95 Grove Street,95 Grove Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11221""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11221""}'}",3.3,0.81,6.9,,1,1
32K075,32K075,Z070,Z070,P.S. 75 Mayda Cortiella,P.S. 75 Mayda Cortiella,95 Grove Street,95 Grove Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11221""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11221""}'}",3.3,0.81,6.9,2.0,1,1
32K075,32K075,Z070,Z070,P.S. 75 Mayda Cortiella,P.S. 75 Mayda Cortiella,95 Grove Street,95 Grove Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11221""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11221""}'}",3.3,0.81,6.9,3.0,1,1
32K075,32K075,Z070,Z070,P.S. 75 Mayda Cortiella,P.S. 75 Mayda Cortiella,95 Grove Street,95 Grove Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11221""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11221""}'}",3.3,0.81,6.9,3.0,1,1
18K244,18K244,17K375,17K375,P.S. 244 Richard R. Green,P.S. 244 Richard R. Green,5404 Tilden Avenue,5404 Tilden Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11203""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11203""}'}",4.3,0.87,6.3,3.0,1,1
18K244,18K244,17K375,17K375,P.S. 244 Richard R. Green,P.S. 244 Richard R. Green,5404 Tilden Avenue,5404 Tilden Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11203""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11203""}'}",4.3,0.87,6.3,2.0,1,1
18K244,18K244,17K375,17K375,P.S. 244 Richard R. Green,P.S. 244 Richard R. Green,5404 Tilden Avenue,5404 Tilden Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11203""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11203""}'}",4.3,0.87,6.3,3.0,1,1
18K244,18K244,17K375,17K375,P.S. 244 Richard R. Green,P.S. 244 Richard R. Green,5404 Tilden Avenue,5404 Tilden Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11203""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11203""}'}",4.3,0.87,6.3,3.0,1,1
02M130,02M130,02M130,02M130,P.S. 130 Hernando De Soto,P.S. 130 Hernando De Soto,143 Baxter Street,143 Baxter Street,"{'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10013""}'}","{'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10013""}'}",3.1,0.91,6.3,1.0,1,1
02M130,02M130,02M130,02M130,P.S. 130 Hernando De Soto,P.S. 130 Hernando De Soto,143 Baxter Street,143 Baxter Street,"{'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10013""}'}","{'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10013""}'}",3.1,0.91,6.3,2.0,1,1
04M146,04M146,04M072,04M072,P.S. 146 Ann M. Short,P.S. 146 Ann M. Short,421 East 106th Street,421 East 106th Street,"{'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10029""}'}","{'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10029""}'}",2.1,,6.9,3.0,1,1
04M146,04M146,04M072,04M072,P.S. 146 Ann M. Short,P.S. 146 Ann M. Short,421 East 106th Street,421 East 106th Street,"{'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10029""}'}","{'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10029""}'}",2.1,,6.9,2.0,1,1
19KBPA,19KBPA,KBMU,KBMU,Boulevard Nursery School,Boulevard Nursery School,2150 Linden Boulevard,2150 Linden Boulevard,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11207""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11207""}'}",3.0,,5.2,,1,1
19KBPA,19KBPA,KBMU,KBMU,Boulevard Nursery School,Boulevard Nursery School,2150 Linden Boulevard,2150 Linden Boulevard,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11207""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11207""}'}",3.0,,5.2,4.0,1,1
19KBPA,19KBPA,KBMU,KBMU,Boulevard Nursery School,Boulevard Nursery School,2150 Linden Boulevard,2150 Linden Boulevard,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11207""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11207""}'}",3.0,,5.2,3.0,1,1
19KBPA,19KBPA,KBMU,KBMU,Boulevard Nursery School,Boulevard Nursery School,2150 Linden Boulevard,2150 Linden Boulevard,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11207""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11207""}'}",3.0,,5.2,2.0,1,1
02M111,02M111,02M111,02M111,P.S. 111 Adolph S. Ochs,P.S. 111 Adolph S. Ochs,440 West 53rd Street,440 West 53rd Street,"{'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10019""}'}","{'human_address': '{""address"": """", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10019""}'}",3.2,0.94,6.5,2.0,1,1
27Q362,27Q362,26Q213,26Q213,Wave Preparatory Elementary School,Wave Preparatory Elementary School,535 Briar Place,535 Briar Place,"{'human_address': '{""address"": """", ""city"": ""FAR ROCKAWAY"", ""state"": ""NY"", ""zip"": ""11691""}'}","{'human_address': '{""address"": """", ""city"": ""FAR ROCKAWAY"", ""state"": ""NY"", ""zip"": ""11691""}'}",,0.95,,2.0,1,1
27Q362,27Q362,26Q213,26Q213,Wave Preparatory Elementary School,Wave Preparatory Elementary School,535 Briar Place,535 Briar Place,"{'human_address': '{""address"": """", ""city"": ""FAR ROCKAWAY"", ""state"": ""NY"", ""zip"": ""11691""}'}","{'human_address': '{""address"": """", ""city"": ""FAR ROCKAWAY"", ""state"": ""NY"", ""zip"": ""11691""}'}",,0.95,,,1,1
30Q234,30Q234,29Q037,29Q037,P.S. 234,P.S. 234,30-15 29th Street,30-15 29th Street,"{'human_address': '{""address"": """", ""city"": ""ASTORIA"", ""state"": ""NY"", ""zip"": ""11102""}'}","{'human_address': '{""address"": """", ""city"": ""ASTORIA"", ""state"": ""NY"", ""zip"": ""11102""}'}",3.1,0.93,6.6,2.0,1,1
30QBHR,30QBHR,RACL,RACL,Kathy's Day Care,Kathy's Day Care,34-47 88th Street,34-47 88th Street,"{'human_address': '{""address"": """", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": ""11372""}'}","{'human_address': '{""address"": """", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": ""11372""}'}",3.0,0.88,6.3,2.0,1,1
