latitude,longitude,crossstreet2,streetname,pssite,treeguard,congressional,sanitationzone
40.820095,-73.886701,SENECA AVENUE,BRYANT AVENUE,Street,,15.0,2021A
40.795549,-73.971797,BROADWAY,WEST 97 STREET,Street,,10.0,1074B
40.77044,-73.796962,29 AVENUE,168 STREET,Street,,6.0,4077C
40.619632,-73.919799,EAST  57 STREET,AVENUE N,Street,,8.0,3185E
40.561866,-74.116521,HYLAN BOULEVARD,MALDEN PLACE,Street,,11.0,5031D
40.562915,-74.116329,TYSENS LANE,PRIMROSE PLACE,Street,,11.0,5031D
40.558665,-74.115245,AMHERST AVENUE,ISABELLA AVENUE,Street,,11.0,5031D
40.808181,-73.950522,7 AVENUE,WEST 123 STREET,Street,,13.0,1101A
40.623602,-74.090199,HOWARD AVENUE,GRYMES HILL ROAD,Street,,11.0,5011E
40.607178,-74.07764,DONLEY AVENUE,HYLAN BOULEVARD NORTH,Street,,11.0,5011C
40.624681,-74.088889,EDDY STREET,HOWARD AVENUE,Street,,11.0,5011E
40.562743,-74.113089,FALCON AVENUE,TYSENS LANE,Street,,11.0,5031D
40.558943,-74.111251,MILL ROAD,ROBERTS DRIVE,Street,,11.0,5031D
40.576351,-73.953462,ORIENTAL BOULEVARD,CORBIN PLACE,Street,,8.0,3153C
40.597648,-73.961985,AVENUE U,EAST 9 STREET,Street,,11.0,3155C
40.622118,-74.091731,GRETA PLACE,DUNCAN ROAD,Street,,11.0,5011E
40.534067,-74.178422,AMBOY ROAD,POILLON AVENUE,Street,,11.0,5037C
40.612295,-74.001833,16 AVENUE,80 STREET,Street,,10.0,3113C
40.562915,-74.116329,TYSENS LANE,HYLAN BOULEVARD,Street,,11.0,5031D
40.623631,-74.091132,BEND,DUNCAN ROAD,Street,,11.0,5011E
40.879673,-73.907292,MARBLE HILL AVENUE,KINGSBRIDGE AVENUE,Street,,13.0,2082A
40.623895,-74.090541,BEND,DUNCAN ROAD,Street,,11.0,5011E
40.744941,-73.720553,250 STREET,SHILOH AVENUE,Street,,3.0,4132C
40.623895,-74.090541,BEND,DUNCAN ROAD,Street,,11.0,5011E
40.581822,-74.087925,NUGENT AVENUE,DONGAN HILLS AVENUE,Street,,11.0,5021E
40.642063,-73.88522,EAST  105 STREET,AVENUE M,Street,,8.0,3181C
40.623631,-74.091132,BEND,DUNCAN ROAD,Street,,11.0,5011E
40.581651,-74.08859,MASON AVENUE,DONGAN HILLS AVENUE,Street,,11.0,5021E
40.740442,-73.709482,82 AVENUE,260 STREET,Street,,3.0,4131D
40.676438,-73.938157,ALBANY AVENUE,DEAN STREET,Street,,8.0,3082B
40.622643,-74.09148,GRYMES HILL ROAD,DUNCAN ROAD,Street,,11.0,5011E
40.535526,-74.148432,TENNYSON DRIVE,GROTON STREET,Street,,11.0,5033C
40.561866,-74.116521,HYLAN BOULEVARD,MALDEN PLACE,Street,,11.0,5031D
40.660895,-73.957703,FLATBUSH AVENUE,LINCOLN ROAD,Street,,9.0,3092A
40.621648,-74.129521,NEW YORK PLACE,KINGSLEY AVENUE,Street,,11.0,5013D
40.784297,-73.951222,LEXINGTON AVENUE,EAST 94 STREET,Street,,12.0,1085A
40.622941,-74.092464,GRYMES HILL ROAD,BERTHA PLACE,Street,,11.0,5011E
40.708121,-73.741313,BRINKERHOFF AVENUE,216 STREET,Street,,5.0,4134C
40.606764,-73.915233,56 DRIVE,MILL AVENUE,Street,,8.0,3184D
40.779559,-73.944871,EAST   91 STREET,YORK AVENUE,Street,,12.0,1085B
40.611877,-74.068187,WINGHAM STREET,MARYLAND AVENUE,Street,,11.0,5011C
40.690865,-73.965704,WILLOUGHBY AVENUE,HALL STREET,Street,,8.0,3024E
40.671867,-73.981381,6 AV,3 ST,Street,,10.0,3064D
40.836206,-73.947158,BEND,RIVERSIDE DRIVE,Street,,13.0,1121B
40.669668,-73.807658,131 AVENUE,131 STREET,Street,,5.0,4103C
40.576525,-73.98771,WEST   20 STREET,MERMAID AVENUE,Street,,8.0,3132B
40.561721,-74.113919,FALCON AVENUE,PENN AVENUE,Street,,11.0,5031D
40.625423,-74.091685,EDDY STREET,BERTHA PLACE,Street,,11.0,5011E
40.562376,-74.115248,TYSENS LANE,FALCON AVENUE,Street,,11.0,5031D
40.609534,-74.062534,CLIFF STREET,BAY STREET,Street,,11.0,5011C
40.623631,-74.091132,BEND,DUNCAN ROAD,Street,,11.0,5011E
40.583302,-74.090148,DONGAN HILLS AVENUE,BUEL AVENUE,Street,,11.0,5021E
40.74855,-73.79033,48 AVENUE,188 STREET,Street,,6.0,4113D
40.74646,-73.771076,58 AVENUE,206 STREET,Street,,6.0,4113E
40.623089,-74.093019,BERTHA PLACE,GRYMES HILL ROAD,Street,,11.0,5011E
40.674678,-73.962284,WASHINGTON AVENUE,STERLING PLACE,Street,,9.0,3081A
40.592665,-73.965887,AVENUE W,EAST 5 STREET,Street,,11.0,3155D
40.624328,-74.076889,BROWNELL STREET,TOMPKINS STREET,Street,,11.0,5011D
40.670604,-73.822832,135 AVENUE,117 STREET,Street,,5.0,4102E
40.622775,-74.090345,HILLCREST ROAD,GRETA PLACE,Street,,11.0,5011E
40.774335,-73.947937,EAST   83 STREET,YORK AVENUE,Street,,12.0,1084B
40.5767,-74.123495,RICHMOND ROAD,BEACON AVENUE,Street,,11.0,5022C
40.736175,-73.79248,65 AVENUE,180 STREET,Street,,6.0,4081E
40.559992,-74.116511,FALCON AVENUE,ISABELLA AVENUE,Street,,11.0,5031D
40.646993,-73.894069,FLATLANDS AVENUE,EAST 105 STREET,Street,,8.0,3181E
40.687302,-73.749799,197 STREET,NASHVILLE BOULEVARD,Street,,5.0,4127E
40.62275,-74.090763,HILLCREST ROAD,GRETA PLACE,Street,,11.0,5011E
40.581725,-74.088734,MASON AVENUE,DONGAN HILLS AVENUE,Street,,11.0,5021E
40.601239,-74.130901,HAROLD STREET,BRADLEY AVENUE,Street,,11.0,5023C
40.562915,-74.116329,TYSENS LANE,HYLAN BOULEVARD,Street,,11.0,5031D
40.658831,-73.900368,POWELL STREET,LOTT AVENUE,Street,,8.0,3161A
40.619792,-73.96797,EAST  7 STREET,AVENUE L,Street,,10.0,3126C
40.672356,-73.748096,138 AVENUE,225 STREET,Street,,5.0,4138C
40.784019,-73.780491,212 STREET,16 AVENUE,Street,,3.0,4078D
40.572934,-74.110648,BURBANK AVENUE,CLAWSON STREET,Street,,11.0,5022C
40.624241,-74.078834,QUINN STREET,TOMPKINS STREET,Street,,11.0,5011D
40.547817,-74.168819,LAMOKA AVENUE,WAINWRIGHT AVENUE,Street,,11.0,5034E
40.812973,-73.938196,5 AVENUE,WEST 135 STREET,Street,,13.0,1103B
40.760948,-73.830334,BEND,38 AVENUE,Street,,6.0,4071E
40.55978,-74.111292,MILL ROAD,EVA AVENUE,Street,,11.0,5031D
40.623164,-74.091264,GRYMES HILL ROAD,DUNCAN ROAD,Street,,11.0,5011E
40.624437,-74.091968,EDDY STREET,BERTHA PLACE,Street,,11.0,5011E
40.624332,-74.093042,BEND,THERESA PLACE,Street,,11.0,5011E
40.570328,-74.111651,CLAWSON STREET,CODDINGTON AVENUE,Street,,11.0,5022C
40.562915,-74.116329,TYSENS LANE,PRIMROSE PLACE,Street,,11.0,5031D
40.628744,-73.931817,AVENUE I,EAST 46 STREET,Street,,8.0,3187E
40.807575,-73.966366,BROADWAY,RIVERSIDE DRIVE,Street,,10.0,1091A
40.777344,-73.943526,EAST  89 STREET,EAST END AVENUE,Street,,12.0,1085B
40.623895,-74.090541,BEND,DUNCAN ROAD,Street,,11.0,5011E
40.631623,-73.986464,15 AVENUE,49 STREET,Street,,10.0,3122C
40.624912,-74.076518,BROWNELL STREET,TOMPKINS STREET,Street,,11.0,5011D
40.562743,-74.113089,FALCON AVENUE,TYSENS LANE,Street,,11.0,5031D
40.624625,-74.090506,EDDY STREET,DUNCAN ROAD,Street,,11.0,5011E
40.680598,-73.945706,MARCY AVENUE,MAC DONOUGH STREET,Street,,8.0,3033A
40.562376,-74.115248,TYSENS LANE,PRIMROSE PLACE,Street,,11.0,5031D
40.743905,-74.00101,8 AVENUE,WEST  20 STREET,Street,,10.0,1041B
40.730312,-73.871021,60 ROAD,WOODHAVEN BOULEVARD,Street,,6.0,4062D
40.62361,-74.09294,BERTHA PLACE,GRYMES HILL ROAD,Street,,11.0,5011E
40.623113,-74.090274,HOWARD AVENUE,GRYMES HILL ROAD,Street,,11.0,5011E
40.78727,-73.98012,WEST END AVENUE,WEST  83 STREET,Street,,10.0,1073B
40.659737,-73.890751,HEGEMAN AVENUE,NEW JERSEY AVENUE,Street,,8.0,3054D
40.574835,-74.106198,CLAWSON STREET,BANCROFT AVENUE,Street,,13.0,5022D
40.623363,-74.078123,TOMPKINS STREET,QUINN STREET,Street,,11.0,5011D
40.623688,-74.088769,ADA PLACE,HOWARD AVENUE,Street,,11.0,5011E
40.572512,-74.120704,ROSS AVENUE,3 STREET,Street,,11.0,5022C
40.674678,-73.962284,WASHINGTON AVENUE,STERLING PLACE,Street,,9.0,3081A
40.771036,-73.818521,146 STREET,BAYSIDE AVENUE,Street,,6.0,4073D
40.8073,-73.966666,WEST 113 STREET,RIVERSIDE DRIVE,Street,,10.0,1091A
40.879418,-73.835778,GIVAN AVENUE,PALMER AVENUE,Street,,16.0,2125E
40.608744,-73.913106,EAST  57 PLACE,MILL AVENUE,Street,,8.0,3184D
40.624094,-74.091766,BERTHA PLACE,THERESA PLACE,Street,,11.0,5011E
40.672002,-73.928453,UTICA AVENUE,PARK PLACE,Street,,9.0,3083A
40.560016,-74.11741,TARRYTOWN AVENUE,ISABELLA AVENUE,Street,,11.0,5031D
40.623347,-74.077497,BROWNELL STREET,HARRISON STREET,Street,,11.0,5011D
40.625384,-74.08822,EDDY STREET,HOWARD AVENUE,Street,,11.0,5011E
40.623984,-74.092515,BEND,THERESA PLACE,Street,,11.0,5011E
40.560599,-74.118459,MEDINA STREET,ISABELLA AVENUE,Street,,11.0,5031D
40.623991,-74.075372,BROWNELL STREET,HARRISON STREET,Street,,11.0,5011D
40.784572,-73.77986,212 STREET,16 AVENUE,Street,,3.0,4078D
40.583254,-74.088848,MASON AVENUE,BUEL AVENUE,Street,,11.0,5021E
40.60885,-73.989044,21 AVENUE,BAY RIDGE PARKWAY,Street,,10.0,3112E
40.577521,-74.120541,SYDNEY PLACE,FOXHOLM STREET,Street,,11.0,5022C
40.687782,-73.857265,85 STREET,91 AVENUE,Street,,7.0,4092D
40.527974,-74.169366,KINGHORN STREET,ALLEN PLACE,Street,,11.0,5034D
40.712852,-73.785984,DALNY ROAD,WEXFORD TERRACE,Street,,5.0,4082C
40.723749,-73.866427,FITCHETT STREET,63 DRIVE,Street,,6.0,4062E
40.636056,-74.131401,COTTAGE PLACE,NEW STREET,Street,,11.0,5013C
40.583302,-74.090148,DONGAN HILLS AVENUE,BUEL AVENUE,Street,,11.0,5021E
40.62275,-74.090763,HILLCREST ROAD,GRETA PLACE,Street,,11.0,5011E
40.729131,-73.985304,2 AVENUE,EAST 10 STREET,Street,,12.0,1034B
40.617104,-73.964729,AVENUE M,EAST 10 STREET,Street,,10.0,3126C
40.572963,-74.120057,3 STREET,ROSS AVENUE,Street,,11.0,5022C
40.561146,-74.112813,TYSENS LANE,MILL ROAD,Street,,11.0,5031D
40.798818,-73.963936,COLUMBUS AVENUE,WEST 105 STREET,Street,,13.0,1075A
40.623624,-74.089842,HOWARD AVENUE,GRYMES HILL ROAD,Street,,11.0,5011E
40.772039,-73.913669,23 ROAD,33 STREET,Street,,14.0,4012D
40.690586,-73.930128,MALCOLM X BOULEVARD,GREENE AVENUE,Street,,8.0,3034B
40.674678,-73.962284,WASHINGTON AVENUE,STERLING PLACE,Street,,9.0,3081A
40.621895,-74.093111,BEND,BERTHA PLACE,Street,,11.0,5011E
40.560471,-74.112535,MILL ROAD,EVA AVENUE,Street,,11.0,5031D
40.58308,-74.090335,MASON AVENUE,DONGAN HILLS AVENUE,Street,,11.0,5021E
40.624182,-74.077375,BROWNELL STREET,TOMPKINS STREET,Street,,11.0,5011D
,,W 111 ST,ADAM C POWELL BLVD,Park,,,1101A
40.784462,-73.779987,212 STREET,16 AVENUE,Street,,3.0,4078D
40.621415,-73.922736,EAST   54 STREET,AVENUE M,Street,,8.0,3185E
40.708359,-73.759531,104 AVENUE,199 STREET,Street,,5.0,4123E
40.784084,-73.780447,212 STREET,16 AVENUE,Street,,3.0,4078D
40.624036,-74.092162,BERTHA PLACE,THERESA PLACE,Street,,11.0,5011E
40.582227,-74.089711,MASON AVENUE,DONGAN HILLS AVENUE,Street,,11.0,5021E
