trip_id,qday1triptravelcode11,qagecode,qday1triptravelcode01,ntacode_home,qday1triptransitto7,qday1triptravelcode14,qday1tripbikestore,qntacode_end,qday1tripstartpm,qday1trippurpose,qwelfare3,qrace,qborough_start,qday1triptravelcode_sp,qsurveyzone_home,qeducation,qday1triptravelcode17,qprecipitation,qdisability4,qhispanic,qday1triptravelcode13,qpurposerecode,qday1triptravelcode23,qwelfare5,qday1triptransitfrom2,qwelfare2,qwelfare4,qday1tripparkpay_amount,qsunrise,qday1triptravelcode22,allwt,qday1triptravelcode27,qcaraccess,qborough_home
52201756,No,25-34,No,MN36,,No,In your home or apartment,,,Social/recreation,Yes,White/Caucasian,Manhattan,Personal bicycle,Northern Manhattan,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.44,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,,No,No,,5.29,No,0.897165996,No,I do not have access to a car,Manhattan
1103978,No,18-24,Yes,,,No,,BK37,,Social/recreation,Yes,Other,Brooklyn,Walk,Inner Brooklyn,"Bachelor's degree (i.e., BA, BS, AB)",No,,No,"Yes, Mexican, Mexican American, Chicano",No,Social/recreation,No,No,,No,No,,,No,0.913253347,No,I do not have access to a car,Brooklyn
2100034,No,65 or older,Yes,,,No,,MN12,,Shopping,Yes,Black/ African American/ Caribbean American,Manhattan,Walk,Manhattan Core,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.51,No,0.840285905,No,I do not have access to a car,Manhattan
1101976,No,25-34,Yes,,,No,,BK28,,Shopping,Yes,Other,Brooklyn,Walk,Outer Brooklyn,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"Yes, Puerto Rican",No,Shopping,No,No,,No,No,,5.3,No,1.745094062,No,I personally own or lease a car,Brooklyn
1104773,No,18-24,Yes,,No,No,,MN17,,Commute to/from work,Yes,Two or more races,Manhattan,Subway,Manhattan Core,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,No,No,No,,,No,0.147336945,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Manhattan
1103639,Yes,25-34,No,,,No,,BX06,,Shopping,Yes,Black/ African American/ Caribbean American,The Bronx,Personal car,Northern Bronx,"Bachelor's degree (i.e., BA, BS, AB)",No,0.01,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.24,No,0.172997652,No,I personally own or lease a car,The Bronx
1104215,No,18-24,Yes,,No,No,,MN40,,School,Yes,Other,Queens,Subway,Inner Queens,"High school graduate or equivalent (i.e., GED)",No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,School,No,No,No,No,No,,,No,1.109846903,No,I do not have access to a car,Queens
1104484,No,18-24,Yes,,,No,,BX30,,Shopping,Yes,White/Caucasian,The Bronx,Walk,Southern Bronx,Some high school,No,,No,"Yes, Other",No,Shopping,No,No,,No,No,,,No,2.530809258,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",The Bronx
1101895,No,45-54,Yes,,No,No,,MN25,,Commute to/from work,Yes,White/Caucasian,Staten Island,Staten Island ferry,Staten Island,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,No,No,No,,5.31,No,0.11397276,No,I personally own or lease a car,Staten Island
1101346,Yes,45-54,No,,,No,,SI24,,Shopping,Yes,White/Caucasian,Staten Island,Personal car,Staten Island,"High school graduate or equivalent (i.e., GED)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.34,No,0.83910675,No,I personally own or lease a car,Staten Island
1100652,Yes,65 or older,No,,,No,,SI36,,Other,Yes,White/Caucasian,Staten Island,Personal car,Staten Island,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.34,No,"No, not of Hispanic, Latino, or Spanish origin",No,Other,No,No,,No,No,,5.38,No,0.17276586,No,I personally own or lease a car,Staten Island
1101262,No,55-64,Yes,,,No,,QN17,,Shopping,Yes,White/Caucasian,Queens,Walk,Middle Queens,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.34,No,0.442655554,No,I do not have access to a car,Queens
11202339,No,55-64,Yes,QN72,No,No,,,,Commute to/from work,Yes,Refused,Queens,Subway,Inner Queens,Some college but degree not received or in progress,No,0.1,No,Refused,No,Commute to/from work,No,No,No,No,No,,5.27,No,0.618996125,No,I do not have access to a car,Queens
1100442,No,65 or older,Yes,,,No,,BK60,,Shopping,Yes,White/Caucasian,Brooklyn,Walk,Inner Brooklyn,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.1,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.41,No,1.1061315,No,I do not have access to a car,Brooklyn
1102673,Yes,35-44,No,,,No,,QN01,,Commute to/from work,Yes,Black/ African American/ Caribbean American,Brooklyn,Personal car,Inner Brooklyn,Some college but degree not received or in progress,No,0.25,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,,No,No,,5.26,No,1.250532902,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Brooklyn
1100197,Yes,25-34,No,,,No,,MN99,,Commute to/from work,Yes,Asian,Queens,Personal car,Outer Queens,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,,No,No,,5.46,No,0.779616457,No,I personally own or lease a car,Queens
1100338,No,25-34,Yes,,No,No,,BK34,,School,No,White/Caucasian,Brooklyn,Local bus,Inner Brooklyn,"High school graduate or equivalent (i.e., GED)",No,0.25,No,"Yes, Puerto Rican",No,School,No,No,No,No,No,,5.44,No,8.416539952,No,I do not have access to a car,Brooklyn
1100201,No,35-44,Yes,,No,No,,BX49,,Personal errands,Yes,White/Caucasian,The Bronx,Local bus,Southern Bronx,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Personal errands,No,No,No,No,No,,5.46,No,0.195956424,No,I do not have access to a car,The Bronx
52201530,No,18-24,No,,,No,On the street,,,Social/recreation,Yes,White/Caucasian,Brooklyn,Citi Bike,Manhattan Core,Some college but degree not received or in progress,No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,,No,No,,5.31,Yes,0.724989327,No,I personally own or lease a car,Manhattan
1100557,No,35-44,Yes,,,No,,BK78,,Business,Yes,Other,Brooklyn,Walk,Inner Brooklyn,"High school graduate or equivalent (i.e., GED)",No,0.58,No,"No, not of Hispanic, Latino, or Spanish origin",No,Business,No,No,,No,No,,5.39,No,3.97458533,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Brooklyn
12202276,No,25-34,No,,,No,,,,Social/recreation,Yes,Other,Queens,Personal bicycle,Inner Queens,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.1,No,"Yes, Mexican, Mexican American, Chicano",No,Social/recreation,No,No,,No,No,,5.27,No,0.717781843,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Queens
1100170,No,45-54,Yes,,,No,,BK61,,Shopping,Yes,White/Caucasian,Brooklyn,Walk,Inner Brooklyn,"High school graduate or equivalent (i.e., GED)",No,0.0,No,"Yes, Puerto Rican",No,Shopping,No,No,,No,No,,5.47,No,8.196935001,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Brooklyn
1103094,No,65 or older,No,,,No,,SI24,Other,Other,Yes,White/Caucasian,Staten Island,Other,Staten Island,Some college but degree not received or in progress,No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Other,No,No,,No,No,,5.26,No,0.429860778,No,I do not have access to a car,Staten Island
14200055,No,45-54,Yes,BX26,No,No,,,Work,Commute to/from work,Yes,Other,The Bronx,Subway,Southern Bronx,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"Yes, Puerto Rican",No,Commute to/from work,No,No,No,No,No,,5.51,No,0.472276648,No,I do not have access to a car,The Bronx
4100749,No,35-44,No,,,No,On the street,BK37,Home,Other,Yes,Black/ African American/ Caribbean American,Brooklyn,Personal bicycle,Inner Brooklyn,"Bachelor's degree (i.e., BA, BS, AB)",No,0.22,No,"No, not of Hispanic, Latino, or Spanish origin",No,Other,No,No,,No,No,,5.37,No,1.168061244,No,I personally own or lease a car,Brooklyn
53202733,No,35-44,No,BK64,,No,On the street,,Work,Commute to/from work,Yes,White/Caucasian,Brooklyn,Citi Bike,Inner Brooklyn,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,,No,No,,5.25,Yes,0.750643702,No,I do not have access to a car,Brooklyn
1100167,No,35-44,Yes,,No,No,,MN13,,Shopping,Yes,White/Caucasian,Manhattan,Subway,Manhattan Core,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,No,No,No,,5.47,No,0.265064237,No,I do not have access to a car,Manhattan
1102242,No,35-44,Yes,,,No,,MN33,,Shopping,Yes,Black/ African American/ Caribbean American,Manhattan,Walk,Northern Manhattan,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.28,No,0.300540206,No,I personally own or lease a car,Manhattan
1105404,No,35-44,No,,,No,,BK38,,Personal errands,Yes,White/Caucasian,Brooklyn,Carshare,Inner Brooklyn,"Associate degree (i.e., AA, AS)",No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Personal errands,No,No,,No,No,,,No,1.354085043,No,I do not have access to a car,Brooklyn
2100085,No,55-64,Yes,,,No,,BK68,,Commute to/from work,Yes,White/Caucasian,Brooklyn,Walk,Inner Brooklyn,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,,No,No,,5.49,No,0.768186785,No,I personally own or lease a car,Brooklyn
1100603,No,35-44,Yes,,,No,,BX52,,Other,Yes,White/Caucasian,The Bronx,Walk,Northern Bronx,Some college but degree not received or in progress,No,0.58,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.39,No,0.338536086,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",The Bronx
1102254,No,55-64,Yes,,No,No,,MN13,,Social/recreation,Yes,Asian,Queens,Subway,Inner Queens,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,No,No,No,,5.28,No,0.821771412,No,I do not have access to a car,Queens
3105371,No,25-34,No,,,No,,BK90,Other,Business,Yes,White/Caucasian,Queens,Carshare,Inner Brooklyn,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Business,No,No,,No,No,,,No,0.686552403,No,I do not have access to a car,Brooklyn
3100499,No,55-64,Yes,,No,No,,MN12,Friend or family member's home,Other,No,White/Caucasian,Manhattan,Local bus,Northern Manhattan,"High school graduate or equivalent (i.e., GED)",No,0.03,No,"Yes, Other",No,Social/recreation,No,No,No,No,No,,5.4,No,6.486804385,No,I do not have access to a car,Manhattan
3103071,No,45-54,Yes,,,No,,SI48,,,Yes,White/Caucasian,Staten Island,Walk,Staten Island,Some college but degree not received or in progress,No,0.0,No,"Yes, Other",No,,No,No,,No,No,,5.26,No,0.364794553,No,I do not have access to a car,Staten Island
1100298,No,65 or older,Yes,,,No,,BK31,,Shopping,Yes,White/Caucasian,Brooklyn,Walk,Outer Brooklyn,"Bachelor's degree (i.e., BA, BS, AB)",No,0.25,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.44,No,1.406169933,No,I personally own or lease a car,Brooklyn
11201480,No,65 or older,Yes,,No,No,,,,Commute to/from work,Yes,Other,,Local bus,Inner Queens,No high school,No,0.0,No,"Yes, Other",No,Commute to/from work,No,No,No,No,No,,5.31,No,2.337011869,No,I do not have access to a car,Queens
1100456,No,65 or older,Yes,,No,No,,MN17,,Commute to/from work,Yes,White/Caucasian,Staten Island,Subway,Staten Island,"High school graduate or equivalent (i.e., GED)",No,0.1,Yes,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,No,No,No,,5.41,No,1.477734334,No,I personally own or lease a car,Staten Island
1105405,Yes,25-34,No,,,No,,BK60,,Social/recreation,No,White/Caucasian,Brooklyn,Personal car,Inner Brooklyn,"High school graduate or equivalent (i.e., GED)",No,,Yes,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,,No,No,100.0,,No,1.407968516,No,I personally own or lease a car,Brooklyn
11200778,No,45-54,No,BK33,,No,On the street,,,Social/recreation,Yes,White/Caucasian,Brooklyn,Personal bicycle,Inner Brooklyn,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,,No,No,,5.36,No,0.917171928,No,I personally own or lease a car,Brooklyn
1102730,No,35-44,Yes,,,No,,BK96,,Personal errands,Yes,Other,Brooklyn,Walk,Inner Brooklyn,"High school graduate or equivalent (i.e., GED)",No,0.25,No,"No, not of Hispanic, Latino, or Spanish origin",No,Personal errands,No,No,,No,No,,5.26,No,3.97458533,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Brooklyn
1102079,No,45-54,Yes,,No,No,,QN48,,Commute to/from work,Yes,White/Caucasian,Queens,Local bus,Inner Queens,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,No,No,No,,5.29,No,0.303081642,No,I do not have access to a car,Queens
1102635,No,18-24,Yes,,No,No,,MN24,,School,No,Black/ African American/ Caribbean American,Manhattan,Subway,Northern Manhattan,Some high school,No,0.25,No,"No, not of Hispanic, Latino, or Spanish origin",No,School,No,No,No,Yes,No,,5.26,No,2.308654053,No,I do not have access to a car,Manhattan
1103103,No,35-44,No,,,No,,BX99,,Social/recreation,Yes,Black/ African American/ Caribbean American,The Bronx,Car Service,Northern Bronx,"Associate degree (i.e., AA, AS)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,,No,No,,5.26,No,0.312646917,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",The Bronx
1103845,No,35-44,Yes,,No,No,,BK73,,Commute to/from work,Yes,Asian,Queens,Subway,Middle Queens,"Bachelor's degree (i.e., BA, BS, AB)",No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,No,No,No,,,No,0.662516599,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Queens
11202346,No,55-64,Yes,QN29,No,No,,,,Commute to/from work,Yes,White/Caucasian,Queens,Subway,Inner Queens,"High school graduate or equivalent (i.e., GED)",No,0.1,No,"Yes, Other",No,Commute to/from work,No,No,No,No,No,,5.27,No,1.935029233,No,I do not have access to a car,Queens
3101847,No,55-64,Yes,,,No,,QN28,,Other,Yes,White/Caucasian,Queens,Walk,Inner Queens,Some college but degree not received or in progress,No,0.29,No,"No, not of Hispanic, Latino, or Spanish origin",No,Other,No,No,,No,No,,5.33,No,0.860310724,No,I do not have access to a car,Queens
1104457,No,65 or older,Yes,,No,No,,MN99,,Social/recreation,Yes,Black/ African American/ Caribbean American,The Bronx,Express bus,Northern Bronx,"Bachelor's degree (i.e., BA, BS, AB)",No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,No,No,No,,,No,0.505979809,No,I personally own or lease a car,The Bronx
1103528,No,18-24,Yes,,No,No,,QN29,,Commute to/from work,Yes,Asian,Queens,Subway,Inner Queens,"Associate degree (i.e., AA, AS)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,No,No,No,,5.24,No,0.943003536,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Queens
1102273,Yes,25-34,No,,,No,,MN03,,Commute to/from work,Yes,White/Caucasian,Manhattan,Personal car,Northern Bronx,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,,No,No,2.0,5.28,No,0.349968433,No,I personally own or lease a car,The Bronx
1101916,No,35-44,No,,,No,,QN38,,Business,No,White/Caucasian,The Bronx,Carshare,Manhattan Core,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Business,No,No,,No,No,200.0,5.31,No,0.270605678,No,I personally own or lease a car,Manhattan
51200985,No,45-54,No,BK73,,No,On the street,,,Commute to/from work,Yes,White/Caucasian,Brooklyn,Personal bicycle,Inner Brooklyn,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,,No,No,,5.34,No,0.490646326,No,I personally own or lease a car,Brooklyn
1102239,No,25-34,Yes,,No,No,,QN26,,Shopping,Yes,Asian,Queens,Subway,Inner Queens,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,No,No,No,,5.28,No,0.39351635,No,I do not have access to a car,Queens
1100161,No,45-54,Yes,,No,No,,QN22,,Other,Yes,Asian,Queens,Local bus,Outer Queens,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Other,No,No,No,No,No,,5.47,No,0.854167131,No,I personally own or lease a car,Queens
1102263,No,65 or older,No,,,No,,BK73,,Other,Yes,White/Caucasian,Brooklyn,Other,Inner Brooklyn,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Other,No,No,,No,No,,5.28,No,1.1061315,No,I personally own or lease a car,Brooklyn
1100435,Yes,65 or older,No,,,No,,QN98,,Other,Yes,Black/ African American/ Caribbean American,Queens,Personal car,Outer Queens,"Associate degree (i.e., AA, AS)",No,0.1,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.41,No,1.530590011,No,I personally own or lease a car,Queens
1100648,No,45-54,Yes,,,No,,SI54,,Shopping,Yes,White/Caucasian,Staten Island,Walk,Staten Island,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.34,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.38,No,0.129462772,No,I personally own or lease a car,Staten Island
12200113,No,35-44,Yes,,No,No,,,,Commute to/from work,Yes,White/Caucasian,Manhattan,Subway,Manhattan Core,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,No,No,No,,5.49,No,0.398314885,No,I do not have access to a car,Manhattan
1100480,Yes,55-64,No,,,No,,SI01,,Dining,Yes,White/Caucasian,Staten Island,Personal car,Staten Island,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.03,No,"No, not of Hispanic, Latino, or Spanish origin",No,Dining,No,No,,No,No,,5.4,No,0.134977678,No,I personally own or lease a car,Staten Island
1103989,Yes,65 or older,No,,,No,,QN22,,Other,Yes,White/Caucasian,Queens,Personal car,Middle Queens,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Other,No,No,,No,No,,,No,0.474454779,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Queens
1100194,No,65 or older,No,,,No,,QN17,,Medical visit (doctor's office),Yes,White/Caucasian,Queens,Car Service,Middle Queens,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Medical visit (doctor's office),No,No,,No,No,,5.47,No,0.547183641,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Queens
1100950,Yes,65 or older,No,,,No,,QN61,,Commute to/from work,Yes,White/Caucasian,Queens,Personal car,Middle Queens,Some college but degree not received or in progress,No,0.65,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,,No,No,12.0,5.35,No,0.85786783,No,I personally own or lease a car,Queens
12201504,No,45-54,Yes,BX41,No,No,,,,Commute to/from work,Yes,Other,The Bronx,Subway,Southern Bronx,"High school graduate or equivalent (i.e., GED)",No,0.0,No,"Yes, Other",No,Commute to/from work,No,No,No,No,No,,5.31,No,1.331324012,No,I do not have access to a car,The Bronx
2100132,No,55-64,No,,,No,,QN41,Home,Social/recreation,Yes,Two or more races,Queens,Carshare,Manhattan Core,"Associate degree (i.e., AA, AS)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,,No,No,,5.47,No,0.745412704,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Manhattan
1100279,Yes,55-64,No,,,No,,BK58,,Medical visit (doctor's office),Yes,White/Caucasian,Brooklyn,Personal car,Outer Brooklyn,Some college but degree not received or in progress,No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Medical visit (doctor's office),No,No,,No,No,,5.45,No,1.832983317,No,I personally own or lease a car,Brooklyn
1103693,No,18-24,Yes,,,No,,BX05,,Shopping,Yes,White/Caucasian,The Bronx,Walk,Southern Bronx,Some college but degree not received or in progress,No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.24,No,0.16935925,No,I personally own or lease a car,The Bronx
1100778,Yes,45-54,No,,,No,,MN99,,Commute to/from work,Yes,White/Caucasian,Queens,Personal car,Inner Queens,"Bachelor's degree (i.e., BA, BS, AB)",No,0.22,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,,No,No,,5.37,No,0.188663034,No,I personally own or lease a car,Queens
1103757,No,35-44,Yes,,,No,,BX29,,Shopping,Yes,Black/ African American/ Caribbean American,The Bronx,Walk,Northern Bronx,Some college but degree not received or in progress,No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.24,No,0.584106445,No,I do not have access to a car,The Bronx
1100329,Yes,25-34,No,,,No,,BK61,,Shopping,No,White/Caucasian,Brooklyn,Personal car,Inner Brooklyn,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.25,Yes,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,20.0,5.44,No,0.772356217,No,I personally own or lease a car,Brooklyn
1102123,Yes,65 or older,No,,,No,,SI22,,Other,Yes,White/Caucasian,Staten Island,Personal car,Staten Island,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Other,No,No,,No,No,,5.29,No,0.212109533,No,I personally own or lease a car,Staten Island
1101237,Yes,25-34,No,,,No,,QN17,,Commute to/from work,Yes,White/Caucasian,Queens,Personal car,Middle Queens,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,,No,No,,5.34,No,0.276629043,No,I personally own or lease a car,Queens
1100092,No,55-64,Yes,,,No,,MN23,,Shopping,Yes,White/Caucasian,Manhattan,Walk,Manhattan Core,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.49,No,0.391581363,No,I do not have access to a car,Manhattan
