_fivetran_synced,allowed_advertising_objects,created_timestamp,post_id,is_eligible_for_promotion,is_hidden,is_instagram_eligible,is_published,post_message,page_id,parent_id,privacy_allow,privacy_deny,privacy_description,privacy_friends,privacy_value,promotable_id,share_count,status_type,updated_timestamp,post_url,source_relation,is_most_recent_record
2021-09-15 14:21:46.512 UTC,,2021-01-12 15:47:03 UTC,514435155248879_5814980458527629,f,f,t,t,1QYCEGD72tdJuQluOrqbmA==,514435155248879,,,,Public,,EVERYONE,514435155248879_5814980458527629,,added_photos,2021-01-12 18:06:51 UTC,https://facebook.com/514435155248879/posts/5814980458527629,"",t
2021-05-30 14:21:44.192 UTC,,2021-01-28 09:12:25 UTC,514435155248879_5890081017684239,f,f,t,t,0Sw3S0NPMQCh9dqWmZPOUA==,514435155248879,,,,,,,306528056631646_814695959148184,,added_video,2021-01-28 09:12:25 UTC,https://facebook.com/514435155248879/posts/5890081017684239,"",t
2021-09-15 14:21:46.014 UTC,,2021-02-09 14:46:12 UTC,514435155248879_5943439785681695,f,f,t,t,UYWYm0L6oXC3yB8Jnkpc6w==,514435155248879,,,,Public,,EVERYONE,514435155248879_5943439785681695,,added_photos,2021-02-09 14:46:12 UTC,https://facebook.com/514435155248879/posts/5943439785681695,"",t
2021-09-15 14:21:45.423 UTC,,2021-03-08 14:28:12 UTC,514435155248879_6078381972187475,f,f,t,t,defZsW4xcHKrIkuU1UmxCQ==,514435155248879,,,,Public,,EVERYONE,514435155248879_6078381972187475,,added_photos,2021-03-08 14:31:07 UTC,https://facebook.com/514435155248879/posts/6078381972187475,"",t
2021-05-30 14:21:31.391 UTC,,2021-03-24 20:30:07 UTC,514435155248879_6152503954775276,f,f,t,t,rhi9nmGXBbErn+NwTh9CDQ==,514435155248879,,,,,,,403462853382734_1292639137798430,2,added_photos,2021-03-27 14:35:44 UTC,https://facebook.com/514435155248879/posts/6152503954775276,"",t
2021-05-30 14:21:30.258 UTC,,2021-04-01 14:30:13 UTC,514435155248879_6190530887639249,f,f,t,t,yEUMCDEeja5ft+i9H5RzYQ==,514435155248879,,,,,,,403462853382734_1297852597277084,2,added_photos,2021-04-01 14:30:13 UTC,https://facebook.com/514435155248879/posts/6190530887639249,"",t
2021-09-15 14:21:44.607 UTC,,2021-04-29 10:36:13 UTC,514435155248879_6342440449114958,f,f,t,t,vSlFKHItKBf1uHqp/1pe3Q==,514435155248879,,,,Public,,EVERYONE,514435155248879_6342440449114958,,added_photos,2021-04-29 10:36:13 UTC,https://facebook.com/514435155248879/posts/6342440449114958,"",t
2021-09-15 14:21:44.331 UTC,,2021-05-05 13:08:45 UTC,514435155248879_6372584656100537,f,f,t,t,vc6TsnMnbySgj/beIugzcQ==,514435155248879,,,,Public,,EVERYONE,514435155248879_6372584656100537,1,added_photos,2021-05-05 13:08:45 UTC,https://facebook.com/514435155248879/posts/6372584656100537,"",t
2021-09-15 14:21:44.078 UTC,,2021-05-07 11:00:21 UTC,514435155248879_6382480255110977,f,f,t,t,wWCS/qn8+wewxnYVIGmQaw==,514435155248879,,,,Public,,EVERYONE,514435155248879_6382480255110977,,added_photos,2021-05-07 11:00:21 UTC,https://facebook.com/514435155248879/posts/6382480255110977,"",t
2021-09-15 14:21:43.830 UTC,,2021-05-11 16:30:19 UTC,514435155248879_6405812179444451,f,f,t,t,+L1M64Z3SmB6mUdrLQ31Zg==,514435155248879,,,,Public,,EVERYONE,514435155248879_6405812179444451,,added_photos,2021-05-11 16:30:19 UTC,https://facebook.com/514435155248879/posts/6405812179444451,"",t
2021-09-15 14:21:43.596 UTC,,2021-05-13 08:00:20 UTC,514435155248879_6414568118568857,f,f,t,t,MNUm4U//xC1ty4pMRaUf3g==,514435155248879,,,,Public,,EVERYONE,514435155248879_6414568118568857,,added_photos,2021-05-13 08:00:20 UTC,https://facebook.com/514435155248879/posts/6414568118568857,"",t
2021-09-15 14:21:43.329 UTC,,2021-05-17 10:30:03 UTC,514435155248879_6436295763062759,f,f,t,t,8u0U++uHDOwekcovQ2agQQ==,514435155248879,,,,Public,,EVERYONE,514435155248879_6436295763062759,,added_photos,2021-05-17 10:30:03 UTC,https://facebook.com/514435155248879/posts/6436295763062759,"",t
2021-05-18 14:21:11.110 UTC,,2021-05-18 13:20:02 UTC,514435155248879_6442427815782887,f,f,t,t,X64QWuzj39rG0OThLWj53Q==,514435155248879,,,,Public,,EVERYONE,514435155248879_6442427815782887,,added_photos,2021-05-18 13:20:02 UTC,https://facebook.com/514435155248879/posts/6442427815782887,"",t
2021-09-15 14:21:40.146 UTC,,2021-05-28 16:25:03 UTC,514435155248879_6499841446708190,f,f,t,t,9SqrxXabVlR7TNuIH5DVTg==,514435155248879,,,,Public,,EVERYONE,514435155248879_6499841446708190,,added_video,2021-05-28 16:25:03 UTC,https://facebook.com/514435155248879/posts/6499841446708190,"",t
2021-05-30 14:21:45.329 UTC,,2021-01-25 20:12:32 UTC,697993113584027_3603302713053038,f,f,t,t,8su2eDP0MqLNq4Vw5b3tmg==,514435155248879,,,,,,,697993113584027_3603302713053038,,added_video,2021-01-25 20:12:32 UTC,https://facebook.com/697993113584027/posts/3603302713053038,"",t
